Participant Number,Pre/Post/Intervention,Student/Counselor,Modality,Sampling Rate,Start Time,End Time,Duration,Gender,Extra Info,Mean,Median,Mode,Standard Deviation,Normalized Mean,Normalized Median,Normalized Mode,Normalized Standard Deviation
54,Post,Counselor,Right,8,19:41:48,19:49:47,00:07:59,Female,,0.037,0.043,"[(0.043, 196)]",0.013,0.682,0.796,"[(0.796, 196)]",0.232
54,Post,Student,Left,4,19:41:48,19:49:47,00:07:59,Female,,0.955,0.969,"[(0.002, 81)]",0.444,0.592,0.601,"[(0.001, 81)]",0.275
54,Post,Student,Right,8,19:41:48,19:49:47,00:07:59,Female,,0.766,0.953,"[(0.0, 64)]",0.37,0.527,0.655,"[(0.0, 64)]",0.254
54,Intervention,Student,Left,,,,,,,,,,,,,,
54,Intervention,Student,Right,,,,,,,,,,,,,,
55,Pre,Counselor,Left,8,19:21:16,19:27:37,00:06:21,Female,,0.034,0.043,"[(0.043, 95)]",0.017,0.607,0.768,"[(0.768, 95)]",0.3
55,Pre,Counselor,Right,8,19:21:16,19:27:37,00:06:21,Female,,0.08,0.08,"[(0.08, 248)]",0.023,0.507,0.506,"[(0.506, 248)]",0.149
55,Pre,Student,Left,4,19:21:16,19:27:37,00:06:21,Female,,7.036,7.86,"[(8.27, 102)]",1.978,0.798,0.892,"[(0.938, 102)]",0.224
55,Pre,Student,Right,8,19:21:16,19:27:37,00:06:21,Female,,6.321,7.48,"[(0.0, 233)]",2.779,0.446,0.528,"[(0.0, 236)]",0.196
55,Post,Counselor,Left,8,19:9:05,19:14:52,00:05:47,Female,,0.036,0.033,"[(0.004, 321)]",0.026,0.354,0.327,"[(0.04, 321)]",0.261
55,Post,Counselor,Right,8,19:9:05,19:14:52,00:05:47,Female,,0.019,0.012,"[(0.0, 32)]",0.018,0.465,0.293,"[(0.0, 32)]",0.433
55,Post,Student,Left,4,19:9:05,19:14:52,00:05:47,Female,,2.801,3.669,"[(0.002, 34)]",1.398,0.673,0.882,"[(0.0, 35)]",0.336
55,Post,Student,Right,8,19:9:05,19:14:52,00:05:47,Female,,3.018,3.418,"[(0.0, 123)]",1.739,0.487,0.552,"[(0.0, 132)]",0.281
55,Intervention,Student,Left,4,15:51:48,16:9:22,00:17:34,,,2.481,2.784,"[(0.002, 55)]",0.988,0.651,0.731,"[(0.001, 59)]",0.259
55,Intervention,Student,Right,8,15:51:48,16:9:22,00:17:34,,,1.912,1.939,"[(1.5, 112)]",0.641,0.628,0.637,"[(0.492, 112)]",0.21
56,Pre,Counselor,Left,8,19:46:08,19:55:24,00:9:16,Female,,0.009,0.004,"[(0.004, 20)]",0.016,0.164,0.074,"[(0.074, 20)]",0.302
56,Pre,Counselor,Right,8,19:46:08,19:55:24,00:9:16,Female,,0.067,0.074,"[(0.076, 256)]",0.038,0.429,0.474,"[(0.487, 256)]",0.246
56,Pre,Student,Left,4,19:46:08,19:55:24,00:9:16,Female,,6.665,8.029,"[(8.591, 47)]",3.058,0.656,0.79,"[(0.846, 47)]",0.301
56,Pre,Student,Right,8,19:46:08,19:55:24,00:9:16,Female,,4.215,5.413,"[(0.0, 270)]",2.428,0.557,0.716,"[(0.0, 277)]",0.321
56,Post,Counselor,Left,8,18:16:05,18:22:21,00:06:16,Female,,0.05,0.026,"[(0.01, 246)]",0.053,0.278,0.144,"[(0.056, 246)]",0.292
56,Post,Counselor,Right,8,18:16:05,18:22:21,00:06:16,Female,,0.03,0.008,"[(0.0, 31)]",0.028,0.463,0.125,"[(0.0, 31)]",0.437
56,Post,Student,Left,4,18:16:05,18:22:21,00:06:16,Female,,10.223,11.14,"[(11.3, 77)]",2.706,0.762,0.831,"[(0.843, 103)]",0.202
56,Post,Student,Right,8,18:16:05,18:22:21,00:06:16,Female,,1.244,0.055,"[(0.0, 444)]",3.865,0.061,0.003,"[(0.0, 767)]",0.19
56,Intervention,Student,Left,4,15:36:22,16:04:05,00:27:43,,,6.841,7.102,"[(7.549, 235)]",1.231,0.775,0.805,"[(0.856, 235)]",0.14
56,Intervention,Student,Right,8,15:36:22,16:04:05,00:27:43,,,7.413,7.64,"[(7.927, 362)]",1.344,0.693,0.714,"[(0.741, 362)]",0.126
57,Pre,Counselor,Left,8,20:9:07,20:17:26,00:08:19,Female,,0.039,0.041,"[(0.047, 371)]",0.009,0.698,0.732,"[(0.839, 371)]",0.162
57,Pre,Counselor,Right,8,20:9:07,20:17:26,00:08:19,Female,,0.071,0.074,"[(0.119, 160)]",0.045,0.484,0.503,"[(0.81, 160)]",0.308
57,Pre,Student,Left,4,20:9:07,20:17:26,00:08:19,Female,,0.029,0.024,"[(0.016, 150)]",0.017,0.408,0.338,"[(0.225, 150)]",0.234
57,Pre,Student,Right,8,20:9:07,20:17:26,00:08:19,Female,,0.012,0.016,"[(0.02, 484)]",0.01,0.066,0.087,"[(0.109, 484)]",0.054
57,Post,Counselor,Left,8,18:36:23,18:42:27,00:06:04,Female,,0.059,0.06,"[(0.02, 90)]",0.036,0.448,0.455,"[(0.152, 90)]",0.276
57,Post,Counselor,Right,8,18:36:23,18:42:27,00:06:04,Female,,0.004,0.0,"[(0.0, 52)]",0.014,0.076,0.0,"[(0.0, 52)]",0.245
57,Post,Student,Left,4,18:36:23,18:42:27,00:06:04,Female,,0.125,0.092,"[(0.04, 46)]",0.109,0.397,0.292,"[(0.127, 46)]",0.347
57,Post,Student,Right,8,18:36:23,18:42:27,00:06:04,Female,,0.035,0.01,"[(0.002, 268)]",0.044,0.216,0.062,"[(0.012, 268)]",0.27
57,Intervention,Student,Left,,,,,,,,,,,,,,
57,Intervention,Student,Right,,,,,,,,,,,,,,
58,Pre,Counselor,Left,8,20:19:19,20:26:26,00:07:07,Female,,0.03,0.033,"[(0.041, 207)]",0.012,0.583,0.635,"[(0.788, 207)]",0.226
58,Pre,Counselor,Right,8,20:19:19,20:26:26,00:07:07,Female,,0.099,0.119,"[(0.126, 247)]",0.04,0.477,0.572,"[(0.606, 247)]",0.191
58,Pre,Student,Left,4,20:19:19,20:26:26,00:07:07,Female,,0.152,0.153,"[(0.137, 169)]",0.045,0.457,0.459,"[(0.411, 169)]",0.137
58,Pre,Student,Right,8,20:19:19,20:26:26,00:07:07,Female,,0.273,0.254,"[(0.234, 123)]",0.095,0.49,0.456,"[(0.42, 123)]",0.17
58,Post,Counselor,Left,8,20:03:56,20:10:22,00:06:26,Female,,0.07,0.061,"[(0.01, 133)]",0.049,0.427,0.372,"[(0.061, 133)]",0.296
58,Post,Counselor,Right,8,20:03:56,20:10:22,00:06:26,Female,,0.032,0.033,"[(0.033, 69)]",0.016,0.506,0.524,"[(0.524, 69)]",0.255
58,Post,Student,Left,4,20:03:56,20:10:22,00:06:26,Female,,1.13,0.362,"[(0.002, 55)]",1.086,0.343,0.11,"[(0.001, 55)]",0.33
58,Post,Student,Right,8,20:03:56,20:10:22,00:06:26,Female,,2.224,2.756,"[(0.0, 96)]",1.208,0.549,0.68,"[(0.0, 102)]",0.298
58,Intervention,Student,Left,4,11:04:05,11:15:37,00:11:32,,,0.067,0.063,"[(0.054, 181)]",0.029,0.581,0.543,"[(0.466, 181)]",0.253
58,Intervention,Student,Right,8,11:04:05,11:15:37,00:11:32,,,0.125,0.174,"[(0.002, 164)]",0.086,0.47,0.657,"[(0.008, 164)]",0.324
59,Pre,Counselor,Left,8,20:31:28,20:38:26,00:06:58,Female,,0.03,0.033,"[(0.041, 286)]",0.011,0.451,0.493,"[(0.612, 286)]",0.157
59,Pre,Counselor,Right,8,20:31:28,20:38:26,00:06:58,Female,,0.086,0.098,"[(0.117, 219)]",0.038,0.637,0.726,"[(0.867, 219)]",0.285
59,Pre,Student,Left,4,20:31:28,20:38:26,00:06:58,Female,,1.791,1.04,"[(0.002, 41)]",1.539,0.414,0.24,"[(0.0, 60)]",0.356
59,Pre,Student,Right,8,20:31:28,20:38:26,00:06:58,Female,,1.701,0.879,"[(0.0, 347)]",1.891,0.204,0.105,"[(0.0, 355)]",0.227
59,Post,Counselor,Left,8,19:31:43,19:39:16,00:07:33,Female,,0.062,0.054,"[(0.002, 161)]",0.044,0.423,0.367,"[(0.014, 161)]",0.302
59,Post,Counselor,Right,8,19:31:43,19:39:16,00:07:33,Female,,0.022,0.024,"[(0.024, 263)]",0.011,0.416,0.444,"[(0.444, 263)]",0.208
59,Post,Student,Left,4,19:31:43,19:39:16,00:07:33,Female,,4.382,4.964,"[(0.002, 9)]",1.789,0.434,0.491,"[(0.0, 15)]",0.177
59,Post,Student,Right,8,19:31:43,19:39:16,00:07:33,Female,,2.477,2.978,"[(0.0, 194)]",1.636,0.532,0.639,"[(0.0, 197)]",0.351
59,Intervention,Student,Left,,,,,,,,,,,,,,
59,Intervention,Student,Right,,,,,,,,,,,,,,
60,Pre,Counselor,Left,8,20:40:38,20:53:13,00:12:35,Female,,0.03,0.031,"[(0.039, 275)]",0.012,0.472,0.492,"[(0.619, 275)]",0.188
60,Pre,Counselor,Right,8,20:40:38,20:53:13,00:12:35,Female,,0.092,0.085,"[(0.078, 293)]",0.041,0.505,0.467,"[(0.429, 293)]",0.223
60,Pre,Student,Left,4,20:40:38,20:53:13,00:12:35,Female,,2.452,2.78,"[(0.002, 72)]",1.205,0.509,0.577,"[(0.0, 73)]",0.25
60,Pre,Student,Right,8,20:40:38,20:53:13,00:12:35,Female,,1.35,1.406,"[(0.0, 188)]",0.493,0.459,0.478,"[(0.0, 188)]",0.168
60,Post,Counselor,Left,8,18:44:57,18:55:29,00:10:32,Female,,0.143,0.14,"[(0.123, 107)]",0.082,0.506,0.496,"[(0.436, 107)]",0.29
60,Post,Counselor,Right,8,18:44:57,18:55:29,00:10:32,Female,,0.045,0.047,"[(0.069, 196)]",0.021,0.469,0.485,"[(0.711, 196)]",0.215
60,Post,Student,Left,4,18:44:57,18:55:29,00:10:32,Female,,3.931,4.211,"[(5.629, 103)]",1.411,0.685,0.734,"[(0.981, 103)]",0.246
60,Post,Student,Right,8,18:44:57,18:55:29,00:10:32,Female,,2.873,2.509,"[(0.0, 69)]",2.289,0.423,0.369,"[(0.0, 74)]",0.337
60,Intervention,Student,Left,4,16:18:37,16:40:42,00:22:05,,,0.761,0.811,"[(1.014, 74)]",0.256,0.556,0.593,"[(0.741, 74)]",0.187
60,Intervention,Student,Right,8,16:18:37,16:40:42,00:22:05,,,0.481,0.518,"[(0.191, 95)]",0.207,0.423,0.456,"[(0.442, 101)]",0.182
61,Pre,Counselor,Left,8,21:23:23,21:29:38,00:06:15,Female,,0.022,0.02,"[(0.02, 208)]",0.009,0.529,0.488,"[(0.488, 208)]",0.222
61,Pre,Counselor,Right,8,21:23:23,21:29:38,00:06:15,Female,,0.038,0.044,"[(0.048, 149)]",0.019,0.62,0.721,"[(0.787, 149)]",0.305
61,Pre,Student,Left,4,21:23:23,21:29:38,00:06:15,Female,,2.436,2.6,"[(0.002, 71)]",0.884,0.295,0.315,"[(0.0, 113)]",0.107
61,Pre,Student,Right,8,21:23:23,21:29:38,00:06:15,Female,,3.52,3.734,"[(0.0, 72)]",2.16,0.557,0.591,"[(0.0, 72)]",0.342
61,Post,Counselor,Left,8,18:07:30,18:12:55,00:05:25,Female,,0.028,0.026,"[(0.004, 201)]",0.02,0.396,0.366,"[(0.056, 201)]",0.283
61,Post,Counselor,Right,8,18:07:30,18:12:55,00:05:25,Female,,0.024,0.018,"[(0.043, 84)]",0.02,0.407,0.31,"[(0.741, 84)]",0.349
61,Post,Student,Left,4,18:07:30,18:12:55,00:05:25,Female,,6.429,8.242,"[(0.002, 192)]",4.836,0.462,0.592,"[(0.0, 253)]",0.347
61,Post,Student,Right,8,18:07:30,18:12:55,00:05:25,Female,,11.288,12.17,"[(15.5, 56)]",4.574,0.625,0.674,"[(0.858, 56)]",0.253
61,Intervention,Student,Left,4,14:23:50,14:47:53,00:24:03,,,5.132,5.732,"[(0.002, 91)]",2.119,0.616,0.688,"[(0.0, 96)]",0.254
61,Intervention,Student,Right,8,14:23:50,14:47:53,00:24:03,,,1.581,1.496,"[(0.0, 128)]",0.522,0.193,0.182,"[(0.0, 129)]",0.064
62,Pre,Counselor,Left,8,22:03:33,22:17:11,00:13:38,Female,,0.021,0.02,"[(0.018, 65)]",0.015,0.398,0.385,"[(0.346, 65)]",0.28
62,Pre,Counselor,Right,8,22:03:33,22:17:11,00:13:38,Female,,0.066,0.067,"[(0.112, 233)]",0.035,0.543,0.549,"[(0.549, 233)]",0.287
62,Pre,Student,Left,4,22:03:33,22:17:11,00:13:38,Female,,0.061,0.091,"[(0.096, 85)]",0.093,0.036,0.054,"[(0.057, 85)]",0.055
62,Pre,Student,Right,8,22:03:33,22:17:11,00:13:38,Female,,0.127,0.135,"[(0.142, 511)]",0.05,0.109,0.115,"[(0.121, 511)]",0.043
62,Post,Counselor,Left,8,19:51:54,20:01:50,00:9:56,Female,,0.073,0.063,"[(0.147, 195)]",0.051,0.4,0.344,"[(0.803, 195)]",0.277
62,Post,Counselor,Right,8,19:51:54,20:01:50,00:9:56,Female,,0.045,0.043,"[(0.043, 150)]",0.017,0.567,0.537,"[(0.537, 150)]",0.214
62,Post,Student,Left,4,19:51:54,20:01:50,00:9:56,Female,,0.031,0.029,"[(0.002, 25)]",0.04,0.092,0.088,"[(0.006, 25)]",0.122
62,Post,Student,Right,8,19:51:54,20:01:50,00:9:56,Female,,0.08,0.094,"[(0.105, 431)]",0.03,0.636,0.746,"[(0.833, 431)]",0.239
62,Intervention,Student,Left,4,13:38:04,13:55:46,00:17:42,,,0.244,0.273,"[(0.079, 70)]",0.148,0.373,0.417,"[(0.121, 70)]",0.227
62,Intervention,Student,Right,8,13:38:04,13:55:46,00:17:42,,,1.685,1.686,"[(1.645, 82)]",0.511,0.611,0.611,"[(0.596, 86)]",0.185
63,Pre,Counselor,Left,8,18:59:55,19:10:16,00:10:21,Male,,0.278,0.263,"[(0.253, 158)]",0.091,0.584,0.554,"[(0.533, 158)]",0.192
63,Pre,Counselor,Right,8,18:59:55,19:10:16,00:10:21,Male,,0.056,0.058,"[(0.071, 207)]",0.028,0.133,0.139,"[(0.17, 207)]",0.066
63,Pre,Student,Left,4,18:59:55,19:10:16,00:10:21,Male,,1.77,1.801,"[(2.346, 34)]",0.599,0.65,0.661,"[(0.861, 34)]",0.22
63,Pre,Student,Right,8,18:59:55,19:10:16,00:10:21,Male,,2.171,2.461,"[(0.0, 311)]",0.946,0.631,0.716,"[(0.0, 311)]",0.275
63,Post,Counselor,Left,4,18:17:52,18:27:30,00:9:38,Male,,1.324,1.475,"[(0.002, 60)]",0.567,0.604,0.673,"[(0.001, 60)]",0.259
63,Post,Counselor,Right,,,,,,,,,,,,,,
63,Post,Student,Left,8,18:17:52,18:27:30,00:9:38,Male,,0.426,0.397,"[(0.397, 125)]",0.19,0.413,0.384,"[(0.384, 125)]",0.184
63,Post,Student,Right,8,18:17:52,18:27:30,00:9:38,Male,,0.472,0.473,"[(0.488, 124)]",0.168,0.642,0.644,"[(0.664, 124)]",0.229
63,Intervention,Student,Left,,,,,,,,,,,,,,
63,Intervention,Student,Right,,,,,,,,,,,,,,
64,Pre,Counselor,Left,8,19:12:52,19:27:16,00:14:24,Male,,0.135,0.11,"[(0.11, 489)]",0.078,0.246,0.201,"[(0.201, 489)]",0.142
64,Pre,Counselor,Right,8,19:12:52,19:27:16,00:14:24,Male,,0.898,1.134,"[(0.0, 54)]",0.508,0.541,0.683,"[(0.0, 54)]",0.306
64,Pre,Student,Left,4,19:12:52,19:27:16,00:14:24,Male,,0.84,1.125,"[(0.002, 40)]",0.505,0.615,0.824,"[(0.001, 40)]",0.37
64,Pre,Student,Right,8,19:12:52,19:27:16,00:14:24,Male,,2.892,3.344,"[(0.0, 405)]",1.05,0.64,0.74,"[(0.0, 416)]",0.232
64,Post,Counselor,Left,8,18:41:9,18:52:40,00:11:31,Male,,0.298,0.28,"[(0.28, 236)]",0.069,0.287,0.27,"[(0.27, 236)]",0.067
64,Post,Counselor,Right,8,18:41:9,18:52:40,00:11:31,Male,,0.318,0.252,"[(0.12, 236)]",0.225,0.376,0.297,"[(0.142, 236)]",0.265
64,Post,Student,Left,4,18:41:9,18:52:40,00:11:31,Male,,3.917,4.375,"[(4.41, 143)]",1.051,0.809,0.904,"[(0.911, 143)]",0.217
64,Post,Student,Right,8,18:41:9,18:52:40,00:11:31,Male,,0.524,0.531,"[(0.0, 138)]",0.231,0.57,0.578,"[(0.0, 138)]",0.252
64,Intervention,Student,Left,4,12:36:40,13:01:44,00:25:04,,,0.435,0.445,"[(0.453, 66)]",0.11,0.659,0.674,"[(0.686, 66)]",0.166
64,Intervention,Student,Right,8,12:36:40,13:01:44,00:25:04,,,0.663,0.75,"[(0.0, 223)]",0.345,0.363,0.411,"[(0.0, 223)]",0.189
65,Pre,Counselor,Left,8,19:59:07,20:14:59,00:15:52,Male,,0.09,0.096,"[(0.103, 618)]",0.041,0.205,0.218,"[(0.234, 618)]",0.093
65,Pre,Counselor,Right,8,19:59:07,20:14:59,00:15:52,Male,,0.295,0.336,"[(0.0, 30)]",0.203,0.413,0.471,"[(0.0, 30)]",0.285
65,Pre,Student,Left,4,19:59:07,20:14:59,00:15:52,Male,,0.002,0.002,"[(0.002, 1718)]",0.002,0.05,0.043,"[(0.043, 1718)]",0.034
65,Pre,Student,Right,8,19:59:07,20:14:59,00:15:52,Male,,0.001,0.002,"[(0.002, 3472)]",0.001,0.168,0.25,"[(0.25, 3472)]",0.134
65,Post,Counselor,Left,8,19:14:19,19:33:37,00:19:18,Male,,0.4,0.35,"[(0.277, 149)]",0.221,0.274,0.24,"[(0.19, 152)]",0.151
65,Post,Counselor,Right,8,19:14:19,19:33:37,00:19:18,Male,,0.297,0.225,"[(0.141, 295)]",0.264,0.304,0.231,"[(0.145, 295)]",0.27
65,Post,Student,Left,4,19:14:19,19:33:37,00:19:18,Male,,0.01,0.01,"[(0.01, 1311)]",0.004,0.328,0.313,"[(0.313, 1311)]",0.128
65,Post,Student,Right,8,19:14:19,19:33:37,00:19:18,Male,,2.915,3.313,"[(0.0, 189)]",1.073,0.639,0.726,"[(0.0, 196)]",0.235
65,Intervention,Student,Left,4,15:9:26,15:40:50,00:31:24,,,0.005,0.006,"[(0.006, 2391)]",0.002,0.07,0.081,"[(0.081, 2391)]",0.027
65,Intervention,Student,Right,8,15:9:26,15:40:50,00:31:24,,,0.002,0.002,"[(0.0, 4202)]",0.002,0.167,0.167,"[(0.0, 4202)]",0.156
66,Pre,Counselor,Left,8,20:16:52,20:29:57,00:13:05,Male,,0.166,0.147,"[(0.124, 324)]",0.077,0.302,0.268,"[(0.226, 324)]",0.14
66,Pre,Counselor,Right,8,20:16:52,20:29:57,00:13:05,Male,,0.104,0.08,"[(0.08, 905)]",0.092,0.239,0.183,"[(0.183, 905)]",0.211
66,Pre,Student,Left,4,20:16:52,20:29:57,00:13:05,Male,,1.589,1.796,"[(0.002, 91)]",0.607,0.773,0.874,"[(0.001, 91)]",0.296
66,Pre,Student,Right,8,20:16:52,20:29:57,00:13:05,Male,,0.54,0.364,"[(0.0, 373)]",0.412,0.225,0.152,"[(0.0, 373)]",0.172
66,Post,Counselor,Left,8,19:56:44,20:11:54,00:15:10,Male,,0.787,0.578,"[(0.578, 77)]",0.683,0.232,0.17,"[(0.163, 112)]",0.201
66,Post,Counselor,Right,8,19:56:44,20:11:54,00:15:10,Male,,1.259,0.684,"[(0.519, 152)]",1.154,0.314,0.171,"[(0.129, 168)]",0.288
66,Post,Student,Left,4,19:56:44,20:11:54,00:15:10,Male,,1.658,1.726,"[(1.901, 82)]",0.361,0.69,0.719,"[(0.791, 82)]",0.15
66,Post,Student,Right,8,19:56:44,20:11:54,00:15:10,Male,,2.2,2.396,"[(0.0, 164)]",0.75,0.689,0.751,"[(0.0, 164)]",0.235
66,Intervention,Student,Left,4,14:12:00,14:44:49,00:32:49,,,0.239,0.225,"[(0.188, 190)]",0.072,0.361,0.34,"[(0.284, 190)]",0.108
66,Intervention,Student,Right,8,14:12:00,14:44:49,00:32:49,,,0.974,0.822,"[(0.0, 136)]",0.605,0.3,0.253,"[(0.123, 142)]",0.186
67,Pre,Counselor,Left,8,20:33:33,20:46:49,00:13:16,Male,,0.339,0.378,"[(0.203, 145)]",0.171,0.406,0.452,"[(0.243, 145)]",0.204
67,Pre,Counselor,Right,8,20:33:33,20:46:49,00:13:16,Male,,0.016,0.0,"[(0.0, 454)]",0.028,0.048,0.0,"[(0.0, 454)]",0.084
67,Pre,Student,Left,4,20:33:33,20:46:49,00:13:16,Male,,0.65,0.645,"[(0.605, 106)]",0.184,0.564,0.56,"[(0.525, 106)]",0.16
67,Pre,Student,Right,8,20:33:33,20:46:49,00:13:16,Male,,0.454,0.462,"[(0.494, 478)]",0.103,0.285,0.29,"[(0.31, 555)]",0.065
67,Post,Counselor,Left,8,19:51:02,20:04:39,00:13:37,Male,Cameron,1.071,0.872,"[(0.852, 96)]",0.757,0.281,0.229,"[(0.233, 101)]",0.199
67,Post,Counselor,Right,8,19:51:02,20:04:39,00:13:37,Male,Cameron,1.957,2.633,"[(0.0, 75)]",1.335,0.477,0.641,"[(0.0, 75)]",0.325
67,Post,Student,Left,4,19:51:02,20:04:39,00:13:37,Male,Cameron,4.119,1.305,"[(0.002, 672)]",4.756,0.319,0.101,"[(0.0, 706)]",0.368
67,Post,Student,Right,8,19:51:02,20:04:39,00:13:37,Male,Cameron,2.598,0.0,"[(0.0, 2772)]",5.595,0.144,0.0,"[(0.0, 2796)]",0.309
67,Intervention,Student,Left,4,14:08:53,14:59:14,00:50:21,,,3.548,3.8,"[(4.367, 98)]",0.987,0.655,0.701,"[(0.806, 98)]",0.182
67,Intervention,Student,Right,8,14:08:53,14:59:14,00:50:21,,,2.908,3.267,"[(0.0, 257)]",1.129,0.568,0.638,"[(0.0, 263)]",0.22
68,Pre,Counselor,Left,8,21:07:22,21:17:26,00:10:04,Male,,0.086,0.083,"[(0.096, 262)]",0.041,0.146,0.141,"[(0.163, 262)]",0.07
68,Pre,Counselor,Right,8,21:07:22,21:17:26,00:10:04,Male,,0.041,0.014,"[(0.0, 158)]",0.055,0.088,0.03,"[(0.0, 158)]",0.119
68,Pre,Student,Left,4,21:07:22,21:17:26,00:10:04,Male,,0.185,0.002,"[(0.002, 10241)]",0.799,0.038,0.0,"[(0.0, 12775)]",0.165
68,Pre,Student,Right,8,21:07:22,21:17:26,00:10:04,Male,,0.938,0.0,"[(0.0, 25684)]",2.497,0.093,0.0,"[(0.0, 25813)]",0.246
68,Post,Counselor,Left,4,18:05:22,18:15:56,00:10:34,Male,,1.912,2.14,"[(0.001, 28)]",1.067,0.473,0.529,"[(0.0, 36)]",0.264
68,Post,Counselor,Right,8,18:05:22,18:15:56,00:10:34,Male,,1.773,0.0,"[(0.0, 119)]",2.107,0.333,0.0,"[(0.0, 119)]",0.396
68,Post,Student,Left,8,18:05:22,18:15:56,00:10:34,Male,,7.226,7.862,"[(9.674, 145)]",2.272,0.716,0.779,"[(0.958, 145)]",0.225
68,Post,Student,Right,8,18:05:22,18:15:56,00:10:34,Male,,9.025,10.0,"[(10.455, 566)]",2.491,0.849,0.941,"[(0.984, 566)]",0.234
68,Intervention,Student,Left,,,,,,,,,,,,,,
68,Intervention,Student,Right,,,,,,,,,,,,,,
69,Pre,Counselor,Left,8,22:10:57,22:19:30,00:08:33,Male,,0.065,0.065,"[(0.065, 638)]",0.01,0.519,0.516,"[(0.516, 638)]",0.079
69,Pre,Counselor,Right,8,22:10:57,22:19:30,00:08:33,Male,,0.169,0.139,"[(0.0, 76)]",0.156,0.277,0.228,"[(0.0, 76)]",0.256
69,Pre,Student,Left,4,22:10:57,22:19:30,00:08:33,Male,,0.006,0.002,"[(0.002, 780)]",0.005,0.373,0.125,"[(0.125, 780)]",0.316
69,Pre,Student,Right,8,22:10:57,22:19:30,00:08:33,Male,,0.002,0.0,"[(0.0, 3521)]",0.006,0.033,0.0,"[(0.0, 3521)]",0.093
69,Post,Counselor,Left,8,18:29:45,18:38:30,00:08:45,Male,,0.284,0.28,"[(0.269, 247)]",0.066,0.481,0.475,"[(0.457, 247)]",0.112
69,Post,Counselor,Right,8,18:29:45,18:38:30,00:08:45,Male,,0.332,0.316,"[(0.0, 109)]",0.203,0.421,0.401,"[(0.0, 109)]",0.257
69,Post,Student,Left,4,18:29:45,18:38:30,00:08:45,Male,,0.413,0.401,"[(0.433, 42)]",0.13,0.437,0.425,"[(0.459, 42)]",0.138
69,Post,Student,Right,8,18:29:45,18:38:30,00:08:45,Male,,0.193,0.0,"[(0.0, 102)]",0.418,0.097,0.0,"[(0.0, 102)]",0.209
69,Intervention,Student,Left,4,15:04:38,15:39:08,00:34:30,,,0.119,0.094,"[(0.089, 541)]",0.083,0.194,0.153,"[(0.145, 541)]",0.135
69,Intervention,Student,Right,8,15:04:38,15:39:08,00:34:30,,,0.088,0.061,"[(0.059, 1114)]",0.092,0.071,0.05,"[(0.048, 1114)]",0.074
70,Pre,Counselor,Left,,,,,,,,,,,,,,
70,Pre,Counselor,Right,8,18:58:23,19:04:12,00:05:49,Female,(missing counselor L data),0.103,0.093,"[(0.08, 91)]",0.062,0.429,0.386,"[(0.332, 91)]",0.256
70,Pre,Student,Left,4,18:58:23,19:04:12,00:05:49,Female,(missing counselor L data),0.869,0.86,"[(0.001, 48)]",0.367,0.561,0.555,"[(0.001, 57)]",0.237
70,Pre,Student,Right,8,18:58:23,19:04:12,00:05:49,Female,(missing counselor L data),1.193,1.271,"[(0.0, 244)]",0.528,0.585,0.623,"[(0.0, 244)]",0.259
70,Post,Counselor,Left,8,19:58:56,20:04:30,00:05:34,Female,Rachelle,0.025,0.026,"[(0.03, 120)]",0.01,0.484,0.51,"[(0.588, 120)]",0.193
70,Post,Counselor,Right,8,19:58:56,20:04:30,00:05:34,Female,Rachelle,0.057,0.048,"[(0.039, 173)]",0.039,0.429,0.358,"[(0.291, 173)]",0.291
70,Post,Student,Left,4,19:58:56,20:04:30,00:05:34,Female,Rachelle,0.826,0.006,"[(0.006, 9)]",1.722,0.169,0.001,"[(0.001, 18)]",0.352
70,Post,Student,Right,8,19:58:56,20:04:30,00:05:34,Female,Rachelle,2.962,3.434,"[(0.0, 191)]",1.132,0.674,0.781,"[(0.0, 198)]",0.257
70,Intervention,Student,Left,,,,,,,,,,,,,,
70,Intervention,Student,Right,,,,,,,,,,,,,,
71,Pre,Counselor,Left,,,,,,,,,,,,,,
71,Pre,Counselor,Right,8,19:25:11,19:31:59,00:06:48,Female,(missing counselor L data),0.092,0.1,"[(0.104, 157)]",0.049,0.476,0.515,"[(0.536, 157)]",0.253
71,Pre,Student,Left,4,19:25:11,19:31:59,00:06:48,Female,(missing counselor L data),1.418,1.546,"[(1.738, 33)]",0.44,0.687,0.749,"[(0.848, 33)]",0.213
71,Pre,Student,Right,8,19:25:11,19:31:59,00:06:48,Female,(missing counselor L data),1.894,2.138,"[(2.305, 95)]",0.661,0.657,0.742,"[(0.8, 95)]",0.229
71,Post,Counselor,Left,8,21:9:15,21:16:02,00:06:47,Female,Christiana,0.045,0.044,"[(0.04, 62)]",0.015,0.624,0.611,"[(0.556, 62)]",0.205
71,Post,Counselor,Right,8,21:9:15,21:16:02,00:06:47,Female,Christiana,0.029,0.024,"[(0.002, 166)]",0.021,0.368,0.308,"[(0.026, 166)]",0.265
71,Post,Student,Left,4,21:9:15,21:16:02,00:06:47,Female,Christiana,2.143,2.128,"[(2.368, 33)]",0.443,0.707,0.702,"[(0.782, 33)]",0.146
71,Post,Student,Right,8,21:9:15,21:16:02,00:06:47,Female,Christiana,2.618,2.715,"[(0.0, 56)]",0.857,0.666,0.691,"[(0.0, 56)]",0.218
